"자치구별(1)","자치구별(2)",구분별(1),2020,2020,2020,2020
"자치구별(1)","자치구별(2)",구분별(1),합계,차대사람,차대차,차량단독
"자치구별(1)","자치구별(2)",구분별(1),소계,소계,소계,소계
"합계","소계",발생건수 (건),35227,7671,26508,1048
"합계","소계",사망자수 (명),219,113,80,26
"합계","소계",부상자수 (명),47513,7996,38373,1144
"합계","종로구",발생건수 (건),903,223,648,32
"합계","종로구",사망자수 (명),5,2,2,1
"합계","종로구",부상자수 (명),1224,238,953,33
"합계","중구",발생건수 (건),955,239,678,38
"합계","중구",사망자수 (명),6,1,3,2
"합계","중구",부상자수 (명),1248,251,959,38
"합계","용산구",발생건수 (건),890,155,697,38
"합계","용산구",사망자수 (명),12,5,4,3
"합계","용산구",부상자수 (명),1178,158,979,41
"합계","성동구",발생건수 (건),1119,244,845,30
"합계","성동구",사망자수 (명),9,5,4,-
"합계","성동구",부상자수 (명),1481,250,1198,33
"합계","광진구",발생건수 (건),869,190,649,30
"합계","광진구",사망자수 (명),4,3,1,-
"합계","광진구",부상자수 (명),1145,198,917,30
"합계","동대문구",발생건수 (건),1448,331,1067,50
"합계","동대문구",사망자수 (명),10,5,3,2
"합계","동대문구",부상자수 (명),1845,345,1451,49
"합계","중랑구",발생건수 (건),1447,358,1032,57
"합계","중랑구",사망자수 (명),4,4,-,-
"합계","중랑구",부상자수 (명),1952,371,1510,71
"합계","성북구",발생건수 (건),1275,340,898,37
"합계","성북구",사망자수 (명),7,3,3,1
"합계","성북구",부상자수 (명),1622,352,1231,39
"합계","강북구",발생건수 (건),1087,272,776,39
"합계","강북구",사망자수 (명),3,1,2,-
"합계","강북구",부상자수 (명),1420,290,1085,45
"합계","도봉구",발생건수 (건),741,224,490,27
"합계","도봉구",사망자수 (명),7,4,3,-
"합계","도봉구",부상자수 (명),990,230,730,30
"합계","노원구",발생건수 (건),1462,286,1142,34
"합계","노원구",사망자수 (명),5,3,2,-
"합계","노원구",부상자수 (명),2016,298,1676,42
"합계","은평구",발생건수 (건),953,275,644,34
"합계","은평구",사망자수 (명),14,10,3,1
"합계","은평구",부상자수 (명),1415,278,1092,45
"합계","서대문구",발생건수 (건),928,207,686,35
"합계","서대문구",사망자수 (명),6,6,-,-
"합계","서대문구",부상자수 (명),1256,216,1002,38
"합계","마포구",발생건수 (건),1272,265,974,33
"합계","마포구",사망자수 (명),13,6,4,3
"합계","마포구",부상자수 (명),1754,278,1442,34
"합계","양천구",발생건수 (건),1344,281,1027,36
"합계","양천구",사망자수 (명),7,4,2,1
"합계","양천구",부상자수 (명),1829,290,1503,36
"합계","강서구",발생건수 (건),1575,346,1179,50
"합계","강서구",사망자수 (명),17,8,9,-
"합계","강서구",부상자수 (명),2131,355,1717,59
"합계","구로구",발생건수 (건),1325,296,973,56
"합계","구로구",사망자수 (명),10,2,5,3
"합계","구로구",부상자수 (명),1810,313,1438,59
"합계","금천구",발생건수 (건),810,197,563,50
"합계","금천구",사망자수 (명),6,3,2,1
"합계","금천구",부상자수 (명),1084,218,809,57
"합계","영등포구",발생건수 (건),2208,371,1786,51
"합계","영등포구",사망자수 (명),7,3,2,2
"합계","영등포구",부상자수 (명),3102,391,2653,58
"합계","동작구",발생건수 (건),1307,308,936,63
"합계","동작구",사망자수 (명),10,8,2,-
"합계","동작구",부상자수 (명),1819,318,1435,66
"합계","관악구",발생건수 (건),1444,329,1087,28
"합계","관악구",사망자수 (명),13,7,4,2
"합계","관악구",부상자수 (명),1819,339,1452,28
"합계","서초구",발생건수 (건),2250,393,1813,44
"합계","서초구",사망자수 (명),9,5,4,-
"합계","서초구",부상자수 (명),3075,412,2616,47
"합계","강남구",발생건수 (건),3752,721,2964,67
"합계","강남구",사망자수 (명),17,8,7,2
"합계","강남구",부상자수 (명),5189,753,4364,72
"합계","송파구",발생건수 (건),2595,478,2064,53
"합계","송파구",사망자수 (명),11,4,5,2
"합계","송파구",부상자수 (명),3509,502,2954,53
"합계","강동구",발생건수 (건),1268,342,890,36
"합계","강동구",사망자수 (명),7,3,4,-
"합계","강동구",부상자수 (명),1600,352,1207,41
