관리번호,구분,관리기관,시설명,위치,출발 X,출발 Y,도착 X,도착 Y,총중량,폭제한,높이제한,길이제한,실제높이
800,교량,북부도로사업소,세운교,종로구 장사동 ~ 산림동,199584.1063,552103.9914,552127.6061,199586.6252,40,2.5,4,16.7,
694,교량,서부도로사업소,관수교,종로구 장사동 ~ 중구 입정동,199324.8636,552079.631,552103.0868,199328.0989,40,2.5,4,16.7,
802,교량,북부도로사업소,마전교,종로구 종로5가 ~ 방산동,200178.7148,552222.4186,552245.0576,200180.4835,40,2.5,4,16.7,
803,교량,북부도로사업소,전태일다리(버들다리),종로구 종로5가 ~ 중구 을지로6가,200586.5709,552225.7791,552248.0644,200591.8769,40,2.5,4,16.7,
782,교량,북부도로사업소,진형교,종로구 평창동,197292.6928,556318.429,556327.8748,197319.1412,40,2.5,4,16.7,
456,교량,종로,평창5교,종로구 평창동,198199.79,557266.3602,557315.6199,198225.3321,24,2.5,4,16.7,
457,교량,종로,평창4교,종로구 평창동,198192.4923,557268.7928,557309.5385,198198.5738,24,2.5,4,16.7,
458,교량,종로,평창3교,종로구 평창동,198034.3747,557086.6534,557090.6063,198053.8353,24,2.5,4,16.7,
459,교량,종로,평창7교,종로구 평창동,197553.1801,556422.2552,556428.3367,197568.0796,24,2.5,4,16.7,
460,교량,종로,평창2교,종로구 평창동,197312.0507,556306.7077,556312.4851,197325.4299,32,2.5,4,16.7,
461,교량,종로,평창6교,종로구 평창동,197130.8235,556270.5231,556279.3412,197135.3846,32,2.5,4,16.7,
472,교량,종로,평창8교,종로구 평창동,197377.7611,556286.4718,556304.0756,197386.8773,24,2.5,4,16.7,
276,터널,북부도로사업소,북악터널,종로구 평창동 ~ 성북구 정릉동,198286.4966,556897.3743,556907.2946,199097.9134,40,2.5,4,16.7,
255,터널,공단,정릉터널(내부순환로,종로구 평창동 ~ 성북구 정릉동,197792.0065,556410.3411,556687.3927,199306.5004,40,2.5,4,16.7,
799,교량,북부도로사업소,세검1교,종로구 홍지동,196393.9171,555697.8345,555709.4844,196413.1237,40,2.5,4,16.7,
467,교량,종로,세검8교,종로구 홍지동,196273.7955,555636,555651.8118,196291.7357,32,2.5,4,16.7,
468,교량,종로,홍지교,종로구 홍지동,196232.1376,555574.8814,555585.524,196248.5575,24,2.5,4,16.7,
469,교량,종로,옥천제3교,종로구 홍지동,196049.8911,555505.6789,555522.2199,196070.5673,24,2.5,4,16.7,
165,고가,서부도로사업소,남산육교,중구 남산동,197890.8733,550839.4282,550975.7586,197917.933,32,2.5,4,16.7,
288,터널,성동도로사업소,금호터널,중구 신당동 ~ 성동구 금호동,201165.5754,549970.5452,550246.2598,201345.4185,40,2.5,4,16.7,
262,터널,서부도로사업소,남산1호터널,중구 예장동 ~ 용산구 한남동,199414.3385,549298.9267,550609.611,200075.5816,40,2.5,4,16.7,
191,고가,서부도로사업소,염천교,중구 의주로동,197358.9097,551110.7007,551118.6547,197446.9162,32,2.5,4,16.7,
263,터널,서부도로사업소,남산2호터널,중구 장충동 ~ 용산구 이태원동,199123.9115,549455.2579,550630.1359,200209.1643,40,2.5,4,16.7,
738,교량,성동도로사업소,황학교,중구 황학동,202064.7023,552433.5855,552491.9674,202065.0063,40,2.5,4,16.7,
264,터널,서부도로사업소,남산3호터널,중구 회현동 ~ 용산구 용산동,198510.5599,549472.704,550677.1721,198961.0809,40,2.5,4,16.7,
214,고가,성동도로사업소,용마고가,중랑구 면목동,207688.2877,552722.6203,552793.0182,207739.5947,40,2.5,4,16.7,
865,교량,공단,면목천교,중랑구 면목동,206966.2227,553030.6131,553089.9097,206972.3044,40,2.5,4,16.7,
721,교량,성동도로사업소,장안교,중랑구 면목동,206726.6643,553419.8443,553506.505,206920.6624,32,2.5,4,16.7,
728,교량,성동도로사업소,면목교,중랑구 면목동,207033.3213,553044.9991,553140.1738,207042.4434,40,2.5,4,16.7,
283,터널,용마터널관리회사,용마터널,중랑구 면목동 ~ 구리시 아천동,208132.5327,553031.6156,553440.659,210882.6581,40,2.5,4,16.7,
485,교량,중랑,묵동연결교 ,중랑구 묵동,207208.6786,556825.9015,556843.1909,207224.7106,40,2.5,4,16.7,
557,교량,노원,구묵동교 ,중랑구 묵동,206950.7947,557607.3367,557644.1131,206965.2641,32,2.5,4,16.7,
866,교량,공단,묵동천교,중랑구 묵동,206346.9028,557280.2019,557492.0478,206394.5428,40,2.5,4,16.7,
871,교량,공단,두물다리,중랑구 묵동,207756.2103,557691.4769,557827.3016,207944.7431,40,2.5,4,16.7,
730,교량,성동도로사업소,신내교,중랑구 신내교,208828.1086,557070.6136,557142.9828,208856.6914,32,2.5,4,16.7,
484,교량,중랑,구신내교,중랑구 신내동,208833.2547,557086.9716,557142.9264,208857.1455,40,2.5,4,16.7,
486,교량,중랑,새안교,중랑구 신내동,208606.2918,557320.6931,557333.8959,208608.178,40,2.5,4,16.7,
487,교량,중랑,새우개다리,중랑구 신내동,208692.1102,557236.1321,557303.718,208713.4862,40,2.5,4,16.7,
870,교량,공단,신내1교,중랑구 신내동,208992.9496,557344.5665,557383.084,209120.1585,40,2.5,4,16.7,
