관리번호,구분,관리기관,시설명,위치,출발 X,출발 Y,도착 X,도착 Y,총중량,폭제한,높이제한,길이제한,실제높이
273,터널,우면산터널운영회사,우면산터널,서초구 서초동 ~ 우면동,201074.9017,540545.8422,542579.8573,201616.4164,10,2.5,4,16.7,
626,교량,서초,신원교 ,서초구 신원동,204661.1598,539451.9835,539470.0703,204665.983,40,2.5,4,16.7,
654,교량,서초,신원3교 ,서초구 신원동,205251.9751,538555.6991,538556.1772,205273.0102,0,2.5,4,16.7,
655,교량,서초,신원4교 ,서초구 신원동,205099.9488,538970.6638,538988.3524,205111.9006,32,2.5,4,16.7,
751,교량,동부도로사업소,영동2교,서초구 양재동,203846.2624,542192.7312,542364.2281,203905.8606,40,2.5,4,16.7,
780,교량,남부도로사업소,영동1교,서초구 양재동,203420.1423,541602.4025,541793.6716,203420.8134,40,2.5,4,16.7,
858,교량,공단,양재천교,서초구 양재동,202822.1881,541340.2664,541386.9371,202861.2019,40,2.5,4,16.7,
627,교량,서초,원지교 ,서초구 양재동,204075.1483,540203.7904,540237.5524,204085.3975,40,2.5,4,16.7,
656,교량,서초,여의1교,서초구 양재동,203319.3773,541481.7263,541483.1605,203350.9299,0,2.5,4,16.7,
657,교량,서초,여의2교,서초구 양재동,203369.5746,540903.2616,540906.1301,203409.7325,0,2.5,4,16.7,
661,교량,서초,여의교 ,서초구 양재동,203338.4711,541102.9075,541121.7062,203391.8991,40,2.5,4,16.7,
663,교량,서초,매헌다리 ,서초구 양재동,202837.3357,541369.8004,541424.2178,202876.912,40,2.5,4,16.7,
665,교량,서초,매헌교,서초구 양재동,203316.2094,541535.2789,541543.1942,203347.8704,40,2.5,4,16.7,
652,교량,서초,새원교 ,서초구 염곡동,204332.1685,539891.1875,539913.1788,204367.0676,32,2.5,4,16.7,
174,고가,교량안전과,선암고가,서초구 우면동,201706.2273,539938.1271,540317.6392,201848.8073,10,2.5,4,16.7,
776,교량,남부도로사업소,송동교,서초구 우면동,201562.4839,539919.9063,539938.6976,201589.9998,40,2.5,4,16.7,
778,교량,남부도로사업소,주암교,서초구 우면동,202374.2028,540081.6461,540086.6795,202468.4951,32,2.5,4,16.7,
662,교량,서초,우면교 ,서초구 우면동,202762.1407,541255.5237,541317.3617,202812.1058,40,2.5,4,16.7,
666,교량,서초,송동1교 ,서초구 우면동,201090.0405,540374.7029,540385.5864,201110.3233,32,2.5,4,16.7,
667,교량,서초,송동2교,서초구 우면동,201931.5323,539742.9656,539765.722,201965.6669,40,2.5,4,16.7,
668,교량,서초,형촌1교 ,서초구 우면동,201849.9061,540467.2126,540475.6225,201859.8002,40,2.5,4,16.7,
669,교량,서초,형촌2교,서초구 우면동,201914.7124,540252.2636,540265.1259,201928.0694,40,2.5,4,16.7,
762,교량,동부도로사업소,여의천교(여의교),서초구 원지동,204288.6448,539951.2334,539975.7157,204357.3018,32,2.5,4,16.7,
658,교량,서초,새원1교 ,서초구 원지동,204196.6357,539343.3194,539352.4027,204203.8067,32,2.5,4,16.7,
659,교량,서초,새원2교 ,서초구 원지동,204280.2979,539416.9421,539424.5913,204286.9909,32,2.5,4,16.7,
200,고가,남부도로사업소,주흥교,서초구 잠원동,201373.9219,545539.3786,545574.0237,201459.8608,40,2.5,4,16.7,
218,고가,성동도로사업소,금호,성동구 금호동,202070.9927,549385.0381,549515.2602,202284.8279,40,2.5,4,16.7,
883,교량,교량안전과,용비교,성동구 금호동 ~ 성수동,202465.257,549499.0453,549624.7338,202932.5344,40,2.5,4,16.7,
289,터널,성동도로사업소,옥수터널,성동구 금호동 ~ 옥수동,201467.1101,549458.1832,549629.0454,201476.7646,40,2.5,4,16.7,
723,교량,성동도로사업소,제2마장교,성동구 마장동,204066.6389,552069.1547,552174.6679,204193.133,32,2.5,4,16.7,
703,교량,성동도로사업소,성동교,성동구 사근동 ~ 성동구 성동1가2동,203857.3611,550262.0525,550517.4733,203885.9439,32,2.5,4,16.7,
739,교량,성동도로사업소,서울숲다리,성동구 성수1가1동,203260.0109,549329.3104,549356.981,203338.7656,40,2.5,4,16.7,
211,고가,성동도로사업소,영동대교북단고가,성동구 성수동,205298.636,548394.6391,548842.9929,205497.9218,40,2.5,4,16.7,
212,고가,성동도로사업소,뚝섬고가,성동구 성수동,203861.2107,548752.9386,548880.967,203868.0209,40,2.5,4,16.7,
867,교량,공단,뚝도1교,성동구 성수동,203263.4803,549910.1936,550286.2455,203811.847,40,2.5,4,16.7,
868,교량,공단,뚝도2교,성동구 성수동,203282.2322,549902.0847,550262.9323,203819.9559,40,2.5,4,16.7,
290,터널,성동도로사업소,무지개터널,성동구 성수동,203399.1325,549224.4546,549310.2224,203653.2927,40,2.5,4,16.7,
444,교량,교량안전과,성수대교,성동구 성수동 ~ 강남구 압구정동,203125.6587,548871.8887,548403.0322,203064.456,40,2.5,4,16.7,
478,교량,성동,장안교,성동구 송정동,204771.3428,550212.0722,550299.4624,204831.0699,32,2.5,4,16.7,
443,교량,교량안전과,동호대교,성동구 옥수동 ~ 강남구 압구정동,201504.0601,549209.4599,548090.0514,202104.6117,40,2.5,4,16.7,
479,교량,성동,용답교,성동구 용답동,204929.7767,551393.4107,551445.5933,205066.2059,32,2.5,4,16.7,
869,교량,공단,송정교,성동구 용답동 ~ 송정동,205864.4212,550377.9778,550749.9752,205932.3335,40,2.5,4,16.7,
884,교량,교량안전과,응봉교,성동구 응봉동 ~ 성수동,203126.1352,549755.6804,550196.0969,203230.0309,40,2.5,4,16.7,
764,교량,성동도로사업소,전농교,성동구 천호대로,204974.1505,551598.9759,551629.3127,205007.6806,32,2.5,4,16.7,
217,고가,성동도로사업소,행당,성동구 행당동,203446.4396,550949.0541,550965.4479,203477.261,32,2.5,4,16.7,
207,고가,북부도로사업소,미아리구름다리(돈암육교),성북구 돈암동,201828.8533,555339.5738,555418.9206,201939.2229,40,2.5,4,16.7,
790,교량,북부도로사업소,길음교,성북구 돈암동,201953.4483,555775.6056,555825.0391,201962.2644,32,2.5,4,16.7,
209,고가,북부도로사업소,동선고가차도,성북구 동선동,201677.6249,554990.9776,555148.6607,201822.9822,40,2.5,4,16.7,
508,교량,성북,바람마당교,성북구 동선동,201544.0381,554448.2928,554464.9535,201562.2706,40,2.5,4,16.7,
505,교량,성북,희망의다리,성북구 동소문동,200762.2423,554276.0274,554294.8886,200770.4155,40,2.5,4,16.7,
506,교량,성북,늘벚다리 ,성북구 동소문동,200880.1246,554375.3629,554393.2811,200888.6122,40,2.5,4,16.7,
507,교량,성북,물빛다리 ,성북구 동소문동,200980.4032,554474.3841,554486.6439,200991.7199,40,2.5,4,16.7,
810,교량,북부도로사업소,성북3교,성북구 동소문동 ~ 삼선동,201208.8786,554622.243,554646.6507,201229.7489,40,2.5,4,16.7,
490,교량,성북,용문교,성북구 보문동,201797.4066,554156.2589,554167.2613,201823.1835,32,2.5,4,16.7,
491,교량,성북,보문제4교,성북구 보문동,201896.1134,553801.3544,553813.2998,201925.0339,40,2.5,4,16.7,
731,교량,성동도로사업소,안암교,성북구 보문동 ~ 성북구 안암동,201958.505,553625.7774,553640.0688,201990.4326,32,2.5,4,16.7,
281,터널,북부도로사업소,동망봉터널,성북구 보문동 ~ 종로구 창신동,201346.9265,553383.3446,553880.7308,201540.2025,40,2.5,4,16.7,
489,교량,성북,보문제2교 ,성북구 삼선동,201649.5035,554337.7978,554360.7455,201671.1939,40,2.5,4,16.7,
811,교량,북부도로사업소,하늘다리,성북구 삼선동 ~ 동선동,201458.6153,554527.4422,554538.0542,201485.4991,40,2.5,4,16.7,
501,교량,성북,석계교,성북구 석관동,205872.3641,557182.5349,557237.861,205916.3735,40,2.5,4,16.7,
861,교량,공단,돌곶이교,성북구 석관동,206232.9788,557051.8894,557248.7815,206242.4587,40,2.5,4,16.7,
205,고가,북부도로사업소,북악스카이웨이4교,성북구 성북동,199753.6059,555831.0916,555835.2677,199768.819,32,2.5,4,16.7,
275,터널,북부도로사업소,삼청터널,성북구 성북동 ~ 종로구 삼청동,198421.287,554855.0883,555148.8,198556.3021,40,2.5,4,16.7,
492,교량,성북,안암교 ,성북구 안암동,202427.0556,553039.0485,553054.7661,202471.065,40,2.5,4,16.7,
493,교량,성북,보문1교,성북구 안암동,202037.5723,553443.6207,553450.5365,202072.1511,40,2.5,4,16.7,
783,교량,북부도로사업소,안암2교,성북구 안암동,202142.5233,553279.8462,553308.8136,202175.5839,32,2.5,4,16.7,
807,교량,북부도로사업소,보문3교,성북구 안암동 ~ 보문동,201830.7441,554028.8531,554043.71,201860.8116,40,2.5,4,16.7,
789,교량,북부도로사업소,월곡교,성북구 월곡동,203358.9955,555831.0215,555882.0292,203365.6076,32,2.5,4,16.7,
202,고가,북부도로사업소,북악스카이웨이1교,성북구 정릉동,200940.7643,555724.1971,555737.1274,201028.8726,21,2.5,4,16.7,
494,교량,성북,정릉16교,성북구 정릉동,200628.9566,556374.3334,556393.1946,200638.3872,40,2.5,4,16.7,
495,교량,성북,정릉8교,성북구 정릉동,199804.7231,556567.0318,556578.9772,199818.869,40,2.5,4,16.7,
496,교량,성북,정릉13교 ,성북구 정릉동,199870.4229,556522.0793,556528.3664,199877.3387,40,2.5,4,16.7,
497,교량,성북,청수교 ,성북구 정릉동,200781.4178,556565.1457,556566.0888,200798.7072,40,2.5,4,16.7,
498,교량,성북,청덕교 ,성북구 정릉동,200041.7453,557460.7373,557472.6827,200043.0027,23,2.5,4,16.7,
499,교량,성북,청수1교,성북구 정릉동,200357.3557,557349.4563,557353.2286,200377.4742,32,2.5,4,16.7,
502,교량,성북,북악교 ,성북구 정릉동,199772.6591,556578.9772,556587.1504,199773.9166,40,2.5,4,16.7,
504,교량,성북,정릉308교,성북구 정릉동,200696.8569,556820.086,556826.373,200708.1736,23,2.5,4,16.7,
509,교량,성북,늘푸른교,성북구 정릉동,200804.9943,556302.0323,556302.0323,200830.7712,40,2.5,4,16.7,
510,교량,성북,마을마당교-> 예원빌라3교,성북구 정릉동,200759.0987,556662.9095,556666.053,200774.1877,40,2.5,4,16.7,
511,교량,성북,솔샘교 ,성북구 정릉동,200621.8837,557012.1556,557019.7001,200639.1731,40,2.5,4,16.7,
512,교량,성북,정릉771교 ,성북구 정릉동,200284.644,557401.6709,557412.9992,200291.441,40,2.5,4,16.7,
513,교량,성북,청수2교,성북구 정릉동,199920.4393,557486.6331,557488.5211,199932.5228,32,2.5,4,16.7,
514,교량,성북,현진교,성북구 정릉동,200491.291,556442.5418,556453.4925,200498.8432,40,2.5,4,16.7,
515,교량,성북,개울다리,성북구 정릉동,200804.2352,556442.1642,556445.9403,200823.8709,32,2.5,4,16.7,
737,교량,성동도로사업소,종암교,성북구 종암동,203389.5457,554633.8534,554634.4615,203453.4009,32,2.5,4,16.7,
808,교량,북부도로사업소,화랑교,성북구 종암동,194597.2239,541242.7598,541259.7391,194599.7001,40,2.5,4,16.7,
809,교량,북부도로사업소,"장월1,2교",성북구 종암동 ~ 월곡동,203144.3378,555863.3211,555913.1977,203157.7797,40,2.5,4,16.7,
892,교량,북부도로사업소,하월곡복개교,성북구 종암동 ~ 월곡동,203556.0354,555602.856,555686.4794,203610.7708,40,2.5,4,16.7,
503,교량,성북,종월2교 ,성북구 하월곡동,203584.5032,555284.7861,555289.8157,203632.9136,40,2.5,4,16.7,
637,교량,송파,성내3교 ,송파구 거여동,212546.9641,544422.4541,544461.6559,212561.7843,40,2.5,4,16.7,
639,교량,송파,성내2교,송파구 마천동,212784.5649,544414.805,544443.0112,212817.5517,40,2.5,4,16.7,
763,교량,동부도로사업소,복정2교,송파구 문정동,210987.7599,541135.4339,541175.883,211052.6914,40,2.5,4,16.7,
181,고가,동부도로사업소,방이교,송파구 방이동,210829.4345,544976.4936,545116.8394,211044.1239,40,2.5,4,16.7,
754,교량,동부도로사업소,오륜교,송파구 방이동,211590.0742,546335.5656,546451.7213,211654.2335,40,2.5,4,16.7,
758,교량,동부도로사업소,서부교,송파구 방이동,212605.676,546064.333,546102.9502,212617.5348,40,2.5,4,16.7,
743,교량,동부도로사업소,성내교,송파구 신천동,210284.3873,547115.6633,547215.3991,210334.8634,32,2.5,4,16.7,
749,교량,동부도로사업소,잠실호수교,송파구 신천동,209067.1855,545561.8534,545652.467,209132.8652,40,2.5,4,16.7,
448,교량,교량안전과,잠실철교(도로교),송파구 신천동 ~ 광진구 구의동,209053.1684,547089.2232,548231.0362,208469.0104,32,2.5,4,16.7,
750,교량,동부도로사업소,성내5교 ,송파구 오금동,212152.9122,544673.962,544694.0308,212164.467,40,2.5,4,16.7,
638,교량,송파,성내7교 ,송파구 오금동,212056.9424,545128.0854,545154.3793,212107.1398,40,2.5,4,16.7,
640,교량,송파,성내4교 ,송파구 오금동,212506.8063,544449.7041,544496.0769,212524.4949,40,2.5,4,16.7,
641,교량,송파,성내6교,송파구 오금동,212062.6793,544947.375,544973.1907,212120.5257,40,2.5,4,16.7,
745,교량,동부도로사업소,삼성교,송파구 잠실동,206005.1765,545631.1819,545680.1376,206229.5819,32,2.5,4,16.7,
755,교량,동부도로사업소,탄천2교,송파구 잠실동,206338.4398,544769.2887,544867.8081,206581.0896,40,2.5,4,16.7,
822,교량,공단,상행1교,송파구 잠실동,208068.4049,546484.6188,546510.8711,208127.1079,40,2.5,4,16.7,
823,교량,공단,상행2교,송파구 잠실동,208701.3764,546834.2845,546864.7299,208743.3071,40,2.5,4,16.7,
828,교량,공단,하행3교,송파구 잠실동,208676.4003,546871.8399,546903.1968,208718.6956,40,2.5,4,16.7,
829,교량,공단,하행4교,송파구 잠실동,208060.7935,546514.2437,546535.756,208115.4858,40,2.5,4,16.7,
818,교량,공단,청담2교,송파구 잠실동 ~ 강남구 삼성동,205628.0257,546551.2855,546795.6791,206280.2349,40,2.5,4,16.7,
820,교량,공단,신천1교,송파구 잠실동 ~ 풍납동,209055.7822,547101.7296,547219.1356,209175.7405,40,2.5,4,16.7,
744,교량,동부도로사업소,장지1교,송파구 장지동,211237.9584,541863.4208,541886.5303,211240.391,40,2.5,4,16.7,
756,교량,동부도로사업소,장지2교,송파구 장지동,211646.9357,540939.1928,540967.1674,211657.8824,40,2.5,4,16.7,
824,교량,공단,상행3교,송파구 풍납동,210201.5847,548787.7092,548819.4307,210230.7539,40,2.5,4,16.7,
827,교량,공단,하행2교,송파구 풍납동,210173.8739,548808.3099,548843.6775,210207.7831,40,2.5,4,16.7,
821,교량,공단,신천2교,송파구 풍납동 ~ 잠실동,209009.4761,547121.9657,547233.9025,209134.9036,40,2.5,4,16.7,
704,교량,강서도로사업소,목동교,양천구 목동,189946.733,547892.2643,547978.0127,190251.4136,32,2.5,4,16.7,
889,교량,교량안전과,양평교,양천구 목동 ~ 영등포구 양평동,189705.2143,548771.3317,548951.7555,190400.5555,40,2.5,4,16.7,
890,교량,교량안전과,양화교,양천구 목동 ~ 영등포구 양화동,189405.4371,549800.6596,549829.0409,189507.8124,32,2.5,4,16.7,
162,고가,양천,신강 ,양천구 신월동,185868.9295,547386.7717,547523.808,185933.1249,18,2.5,4,16.7,
717,교량,강서도로사업소,신정교 접속교,양천구 신정2동,188948.0072,546405.6543,546499.9167,189251.4715,40,2.5,4,16.7,
708,교량,강서도로사업소,오금교,양천구 신정동 ~ 구로구 신림동,188740.4778,545350.8271,545561.8534,188901.4842,40,2.5,4,16.7,
888,교량,교량안전과,신정교,양천구 신정동 ~ 영등포구 문래동,189258.7161,546309.7631,546402.5091,189547.5969,40,2.5,4,16.7,
605,교량,구로,구로2교 ,영등포구 대림동,190733.1379,543608.7764,543641.9355,190777.1491,32,2.5,4,16.7,
606,교량,구로,신도림교 ,영등포구 대림동,190568.8497,545312.5505,545344.8053,190623.1101,32,2.5,4,16.7,
768,교량,남부도로사업소,구로교,영등포구 대림동 ~ 구로구 구로동,191409.7063,542798.9245,542881.4722,191461.7181,32,2.5,4,16.7,
171,고가,교량안전과,보라매고가,영등포구 대림동 ~ 동작구 신대방동,191197.9038,542837.7918,543376.1882,192653.6589,40,2.5,4,16.7,
169,고가,남부도로사업소,도림고가,영등포구 문래동 ~ 도림동,190926.189,545556.3605,545948.6514,191110.0722,32,2.5,4,16.7,
197,고가,교량안전과,도림천고가,영등포구 문래동 ~ 도림동,190404.3336,545170.7271,545737.3864,190905.9881,40,2.5,4,16.7,
714,교량,강서도로사업소,도림교(구로),영등포구 문래동2가 ~ 신도림동,190334.8815,545660.3728,545696.5575,190394.1756,32,2.5,4,16.7,
196,고가,남부도로사업소,신길,영등포구 신길동,192627.4442,546382.8848,546433.1558,192645.2408,40,2.5,4,16.7,
707,교량,강서도로사업소,오목교,영등포구 양평동 ~ 양천구 목동,189248.8869,547134.5158,547188.0326,189508.5647,40,2.5,4,16.7,
765,교량,강서도로사업소,여의하류2교,영등포구 여의도동,191960.0038,548024.017,548131.3681,191998.5941,40,2.5,4,16.7,
771,교량,남부도로사업소,여의교,영등포구 여의도동,193558.6305,546160.5614,546357.1993,193666.0096,32,2.5,4,16.7,
873,교량,공단,여의하류3교,영등포구 여의도동,192030.9582,548192.7465,548196.0408,192050.7238,40,2.5,4,16.7,
713,교량,강서도로사업소,서울교,영등포구 여의도동,192490.7548,546738.9176,546873.9258,192661.6434,40,2.5,4,16.7,
716,교량,강서도로사업소,여의2교,영등포구 여의도동,192156.2751,547374.1249,547469.6036,192315.0009,40,2.5,4,16.7,
170,고가,교량안전과,영등포역고가,영등포구 영등포동~문래동,191325.1272,546017.1034,546377.8032,191921.243,40,2.5,4,16.7,
477,교량,용산,백범교,용산구 도원동,196147.6979,548968.8063,548983.5809,196181.0193,40,2.5,4,16.7,
190,고가,서부도로사업소,옥천고가,용산구 문배동 ~ 한강로동,197065.3714,548256.6025,548528.8354,197397.9658,32,2.5,4,16.7,
476,교량,용산,서계교 ,용산구 서계동,196842.1036,550256.7104,550263.9405,196877.3111,32,2.5,4,16.7,
841,교량,공단,반포대교북단교,용산구 서빙고동,199228.0874,546476.6884,546632.379,199496.0794,32,2.5,4,16.7,
842,교량,공단,동빙고다리,용산구 서빙고동,199220.4305,546468.12,546745.2273,199688.5961,40,2.5,4,16.7,
843,교량,공단,동빙고다리,용산구 서빙고동,199220.4305,546468.12,546745.2273,199688.5961,40,2.5,4,16.7,
847,교량,공단,두모교접속교,용산구 서빙고동,199668.0865,546750.7877,546847.0461,199827.0586,40,2.5,4,16.7,
440,교량,교량안전과,반포대교,용산구 서빙고동 ~ 서초구 반포동,199508.6879,546595.0933,545661.8886,199869.3467,40,2.5,4,16.7,
441,교량,교량안전과,잠수교,용산구 서빙고동 ~ 서초구 반포동,199448.9879,546898.7844,545521.177,199920.5766,32,2.5,4,16.7,
832,교량,공단,두모교,용산구 서빙고동 ~ 성동구 금호동4가,199710.1995,546751.2435,549346.9373,202494.7639,40,2.5,4,16.7,
833,교량,공단,두모교,용산구 서빙고동 ~ 성동구 금호동4가,199710.1995,546751.2435,549346.9373,202494.7639,40,2.5,4,16.7,
834,교량,공단,두모교,용산구 서빙고동 ~ 성동구 금호동4가,199710.1995,546751.2435,549346.9373,202494.7639,40,2.5,4,16.7,
437,교량,교량안전과,원효대교,용산구 원효로 ~ 영등포구 여의도동,195691.4421,547830.8279,547087.6521,194556.3231,32,2.5,4,16.7,
840,교량,공단,원효대교북단교,용산구 원효로4가 ~ 이촌동,195530.0713,547838.8899,548021.9266,195709.4619,32,2.5,4,16.7,
157,고가,용산,이촌고가차도,용산구 이촌동,196181.0244,547179.1153,547349.058,196374.55,18,2.5,4,16.7,
187,고가,서부도로사업소,한강로다리,용산구 이촌동,196640.8839,547028.5166,547057.153,196655.7987,32,2.5,4,16.7,
439,교량,교량안전과,동작대교,용산구 이촌동 ~ 동작구 동작동,198512.6411,546259.0248,545042.7576,198255.9449,40,2.5,4,16.7,
844,교량,공단,서빙고다리,용산구 이촌동 ~ 서빙고동,197339.7465,546454.9938,546564.3783,197549.0355,40,2.5,4,16.7,
848,교량,공단,원효로접속교(청암교),용산구 청암동,195197.7248,548247.3498,548334.4928,195398.6276,40,2.5,4,16.7,
192,고가,서부도로사업소,삼각지고가,용산구 한강로동,197149.3299,548502.6969,548677.7969,197602.7403,32,2.5,4,16.7,
438,교량,교량안전과,한강대교,용산구 한강로동 ~ 동작구 노량진동,196599.2368,546940.7929,546097.8895,196161.4598,40,2.5,4,16.7,
167,고가,교량안전과,한남1고가,용산구 한남동,200104.1554,548787.8037,549242.7481,200374.5494,40,2.5,4,16.7,
168,고가,교량안전과,두무고개다리고가,용산구 한남동,200920.8999,547857.3164,549012.0465,201573.1933,40,2.5,4,16.7,
184,고가,서부도로사업소,한남2고가차도,용산구 한남동,200586.4804,548069.321,548361.1472,200766.1923,20,2.5,4,16.7,
185,고가,서부도로사업소,소월(남산관광),용산구 한남동,200158.6259,549335.1704,549530.5225,200229.0954,20,2.5,4,16.7,
442,교량,교량안전과,한남대교,용산구 한남동 ~ 서초구 잠원동,200992.1705,547720.6493,547309.7169,201295.9982,40,2.5,4,16.7,
473,교량,용산,새말교,용산구 후암동,198386.5197,549981.8087,550017.9593,198399.0939,32,2.5,4,16.7,
474,교량,용산,구닥다리교,용산구 후암동,198434.6157,549861.2543,549882.9447,198439.9597,32,2.5,4,16.7,
277,터널,북부도로사업소,구기터널,은평구 불광동 ~ 종로구 구기동,195416.0929,556577.8704,556721.0314,196017.8138,40,2.5,4,16.7,
247,터널,은평,은평,은평구 수색동 ~ 신사동,191330.4478,554213.2905,554479.3772,191541.5248,40,2.5,4,16.7,
568,교량,은평,신흥상가교 ,은평구 신사동 ~ 응암동,192490.1173,555119.5009,555132.1616,192549.5022,24,2.5,4,16.7,
677,교량,서부도로사업소,신응교,은평구 신사동 ~ 응암동,192418.073,554727.8115,554776.0711,192467.4111,32,2.5,4,16.7,
567,교량,은평,와산교,은평구 응암동,192333.9682,554353.2246,554354.7318,192384.9126,40,2.5,4,16.7,
679,교량,서부도로사업소,증산2교,은평구 증산동,192094.2751,553839.4566,553874.5055,192136.3338,32,2.5,4,16.7,
673,교량,서부도로사업소,증산교,은평구 증산동 ~ 서대문구 북가좌동,191417.2921,553010.6849,553075.3905,191471.2134,32,2.5,4,16.7,
570,교량,은평,삼천교 ,은평구 진관동,194708.7616,560544.4781,560554.1244,194754.28,40,2.5,4,16.7,
571,교량,은평,상림교,은평구 진관동,193588.5874,560674.7029,560704.8475,193622.9523,40,2.5,4,16.7,
572,교량,은평,삼각산교 ,은평구 진관동,193742.325,560502.8785,560534.8318,193783.9246,40,2.5,4,16.7,
573,교량,은평,못자리교 ,은평구 진관동,193983.482,560349.7438,560361.8017,193999.1572,40,2.5,4,16.7,
574,교량,은평,진관교,은평구 진관동,193178.7713,559287.4473,559303.1225,193209.2173,40,2.5,4,16.7,
575,교량,은평,하늬버들잎다리 ,은평구 진관동,193305.6801,559188.5729,559207.8655,193347.2797,40,2.5,4,16.7,
576,교량,은평,새버들잎다리 ,은평구 진관동,193532.9706,559211.1814,559235.5985,193548.0429,40,2.5,4,16.7,
577,교량,은평,만남의다리 ,은평구 진관동,193687.0096,559108.5389,559133.559,193710.221,38,2.5,4,16.7,
578,교량,은평,구파발교 ,은평구 진관동,192926.7622,559447.3645,559449.7761,192965.9502,38,2.5,4,16.7,
579,교량,은평,배다리,은평구 진관동,192661.6402,560345.825,560359.0886,192688.7704,40,2.5,4,16.7,
580,교량,은평,금계수교 ,은평구 진관동,192733.6859,560022.3732,560023.579,192770.4623,40,2.5,4,16.7,
581,교량,은평,탑동교,은평구 진관동,192693.2921,560203.8438,560209.5713,192721.9295,40,2.5,4,16.7,
582,교량,은평,물푸레교 ,은평구 진관동,192549.5022,559383.3072,559414.3561,192551.0095,40,2.5,4,16.7,
583,교량,은평,금란교,은평구 진관동,192625.4667,560407.0186,560422.0909,192635.7159,40,2.5,4,16.7,
584,교량,은평,옥란교 ,은평구 진관동,192683.0429,560269.8606,560279.2054,192707.4601,40,2.5,4,16.7,
585,교량,은평,금방아다리 ,은평구 진관동,192740.6192,559942.7914,559943.6957,192777.697,40,2.5,4,16.7,
586,교량,은평,옥방아다리 ,은평구 진관동,192844.6181,559490.4713,559511.2711,192845.221,40,2.5,4,16.7,
587,교량,은평,밥할머니교 ,은평구 진관동,194265.7864,558705.5053,558729.621,194290.8064,40,2.5,4,16.7,
588,교량,은평,폭포동교 ,은평구 진관동,194187.7118,558717.2617,558734.1427,194188.9176,40,2.5,4,16.7,
696,교량,서부도로사업소,진관천교,은평구 진관동,194657.2935,560555.9384,560645.1783,194661.8768,40,2.5,4,16.7,
697,교량,서부도로사업소,삼천골다리(입곡교),은평구 진관동,194526.8037,561437.8227,561505.2244,194573.7153,40,2.5,4,16.7,
700,교량,서부도로사업소,반딧불이다리,은평구 진관동,193764.6249,558883.5665,558915.6497,193815.5806,40,2.5,4,16.7,
701,교량,서부도로사업소,은평지문,은평구 진관동,192481.5655,560430.5711,560499.0513,192503.6732,40,2.5,4,16.7,
680,교량,서부도로사업소,홍제교,은평구 홍은동,195049.3019,554703.9849,554729.328,195108.8851,32,2.5,4,16.7,
699,교량,서부도로사업소,홍제2교,은평구 홍은동 ~ 홍제동,194829.8419,554589.2672,554664.2179,194873.5182,32,2.5,4,16.7,
693,교량,서부도로사업소,수표교,종로구 관수동 ~ 중구 수표동,199126.8373,552060.0845,552085.9668,199128.4549,40,2.5,4,16.7,
691,교량,서부도로사업소,장통교,종로구 관철동 ~ 중구 삼각동,198728.3582,552081.3834,552105.3785,198735.6376,40,2.5,4,16.7,
692,교량,서부도로사업소,삼일교,종로구 관철동 ~ 중구 장교동,198912.4998,552053.0747,552081.3834,198913.5782,40,2.5,4,16.7,
274,터널,북부도로사업소,사직터널,종로구 교남동 ~ 사직동,196819.7531,552553.5783,552658.5972,196919.2987,40,2.5,4,16.7,
463,교량,종로,구기1교,종로구 구기동,196179.0769,556778.4,556795.124,196193.0643,24,2.5,4,16.7,
464,교량,종로,구기2교,종로구 구기동,196198.2335,556798.7729,556799.6851,196223.4715,24,2.5,4,16.7,
465,교량,종로,구기3교,종로구 구기동,196241.4118,556807.895,556858.6751,196275.7719,24,2.5,4,16.7,
204,고가,북부도로사업소,북악스카이웨이2교,종로구 부암동,197348.5832,555263.5406,555300.7277,197400.4781,32,2.5,4,16.7,
278,터널,북부도로사업소,자하문터널,종로구 부암동 ~ 청운동,196816.5735,554437.468,554839.7555,197079.2919,40,2.5,4,16.7,
203,고가,북부도로사업소,북악스카이웨이3교,종로구 북암동,197004.9545,554739.3271,554821.6568,197035.3807,40,2.5,4,16.7,
470,교량,종로,일청교,종로구 삼청동,198415.7546,554779.6208,554845.635,198463.5362,16,2.5,4,16.7,
690,교량,서부도로사업소,광교,종로구 서린동 ~ 중구 남대문로5가,198478.163,552136.3833,552163.0743,198479.2414,40,2.5,4,16.7,
695,교량,서부도로사업소,광통교,종로구 서린동 ~ 중구 다동,198320.1733,552152.5597,552174.1282,198321.791,40,2.5,4,16.7,
689,교량,서부도로사업소,모전교,종로구 서린동 ~ 중구 무교동,198170.5415,552163.344,552186.5302,198172.9679,40,2.5,4,16.7,
462,교량,종로,세검3교,종로구 신영동,196740.6986,556039.5041,556050.4507,196757.1186,24,2.5,4,16.7,
466,교량,종로,신영교,종로구 신영동,196568.1376,555791.0769,555794.4217,196607.971,40,2.5,4,16.7,
475,교량,종로,세검2교,종로구 신영동,196686.8132,556000.5678,556023.2012,196692.4716,16,2.5,4,16.7,
801,교량,북부도로사업소,배오개다리,종로구 예지동 ~ 주교동,199816.4905,552135.3999,552160.5151,199818.9666,40,2.5,4,16.7,
471,교량,종로,동숭교,종로구 이화동,200661.4922,553031.9755,553045.1784,200677.5242,24,2.5,4,16.7,
